DIDELE 	 d'""id'el'e:
BITYNAS 	 b'it'""i:nas
BUVO 	 b""uvo:
KAREI 	 kar'^ei
GROBIKUS 	 gro:b'ik""us
IŠVIJO 	 iS'v'""ijo:
SKYSTIS 	 s'k'^i:s't'is
DEGUS 	 d'eg""us
PASIRODO 	 pas'ir""o:do:
LAUŽAS 	 l""auZas
NEDEGA 	 n'""ed'ega
SMARKEI 	 sma.^r.'k'ei
KOŠĖS 	 k^o:S'E:s
PUODE 	 p""uod'e
PALIKAU 	 pal'ik^au
MŪSŪ 	 m""u:su:
TEMPAS 	 t'e.^m.pas
WW 	 ww
LĖTAS 	 l'^E:tas
TĖVAS 	 t'""E:vas
REMDAVO 	 r'e.^m.davo:
SIENAS 	 s'""ienas
TĖVAS 	 t'""E:vas
AMŽINAI 	 a.m.'Z'in^ai
PAMIRŠTA 	 pam'i.^r.Sta
NORIU 	 n""o:r'iu
TAMSIŪ 	 ta.m.'s'^iu:
KĖDŽIŪ 	 k'E:dZ'^iu:
DAUG 	 d^aug
NEBAMBĖKI 	 n'eba.m.'b'""E:k'i
TĖVAI 	 t'""E:vai
VIENAS 	 v'""ienas
JAPONAS 	 jap""Onas
ATVYKO 	 at'v'^i:ko:
TETA 	 t'et""a
PAJATSUS 	 pajats""us
PASIUVO 	 pas'""iuvo:
MANO 	 m""ano:
KOJA 	 k""o:ja
SUŽEISTA 	 suZ'eist""a
SLYVA 	 s'l'i:v""a
PERNOKO 	 p'""e.r.no:ko:
GREITAI 	 gr'^eitai
ANT 	 a.^n.t
PALANGĖS 	 pal""a.N.'g'E:s
NOKINA 	 no:k'""ina
POMIDORUS 	 pOm'idOr""us
TVIRTO 	 t'v'""i.r.to:
BERNO 	 b'""e.r.no:
TRŪKSTA 	 tr""u:ksta
PREZIDENTAS 	 p'r'ez'id'e.^n.tas
NOTA 	 nOt""a
PASIPIKTINO 	 pas'ip'""ikt'ino:
TIKRAI 	 t'ikr^ai
PASIUTO 	 pas'""iuto:
ŠUO 	 S^uo
TURBŪT 	 tu.r.b""u:t
NUDŽIUGO 	 nudZ'""iugo:
TĖVAS 	 t'""E:vas
LABAI 	 lab^ai
GERBIU 	 g'e.r.'b'""iu
KAIMYNĄ 	 kaim'""i:na:
KEULĖS 	 k'^eul'E:s
ĖDALAS 	 ^E:dalas
AUŠTA 	 ""auSta
VAKARE 	 vakar'""e
TĖTĖ 	 t'^E:t'E:
PARĖJO 	 par'^E:jo:
TĖVĄ 	 t'""E:va:
DĖDĖ 	 d'^E:d'E:
PAKVIETĖ 	 p""akv'iet'E:
MŪSŪ 	 m""u:su:
KATĖ 	 kat'^E:
PRAPUOLĖ 	 prap""uol'E:
BUTELIO 	 b""ut'el'io:
KAMŠTIS 	 ka.^m.'S't'is
UŠKLIUVO 	 uS'kl'""iuvo:
MEDŽIOTOJAI 	 m'edZ'""io:to:jai
DRAMBLY 	 dra.^m.'b'l'i:
SUGĄVO 	 sug^a:vo:
VIJOSI 	 v'""ijo:s'i
BEGALVIS 	 b'ega.^l.'v'is
ERELIS 	 er'^e:l'is
TETOS 	 t'et^o:s
OBELIS 	 o:b'el'""is
PRAŽYDO 	 praZ'""i:do:
SŪNUS 	 su:n""us
BLOGYBE 	 blo:g'""i:b'e
PIKTINOSI 	 p'""ikt'ino:s'i
MIŠKUOSE 	 m'iSk^uos'e
ELNĖ 	 ""e.l.'n'E:
PASIRODĖ 	 pas'ir""o:d'E:
AUKŠČEU 	 aukS'tS'^eu
KELKIME 	 k'""e.l.'k'im'e
STOGĄ 	 st""o:ga:
MAMA 	 mam""a
BELDĖ 	 b'""e.l.'d'E:
PRIE 	 p'r'^ie
DURŪ 	 d""uru:
KIEKVIENAS 	 k'iekv'""ienas
TSĄRAS 	 ts^a:ras
PIKTAS 	 p'""iktas
NORĖS 	 no:r'^E:s
BETSUKRĖS 	 b'ets""ukr'E:s
KOŠĖS 	 k^o:S'E:s
VIENAS 	 v'""ienas
TSOLIS 	 ts""o:l'is
TELIKO 	 t'el'""iko:
TĖVAS 	 t'""E:vas
REPLES 	 r'ep'l'""es
PALIKO 	 pal'""iko:
NESIDŽEUK 	 n'es'idZ'^euk
NERETU 	 n'er'et""u
SVEČIU 	 s'v'etS'""iu
RŪTA 	 ru:t""a
DĄKTARE 	 d^a:ktar'e
TĄPO 	 t^a:po:
GALĖS 	 gal'^E:s
IŽBRINKTI 	 iZ'b'r'""i.N.'kt'i
KVIEČEI 	 kv'ietS'^ei
PASTATYS 	 pastat'^i:s
ERDVŪ 	 e.^r.dvu:
TVARTĄ 	 tv""a.r.ta:
MŪSŪ 	 m""u:su:
KERŠTAS 	 k'e.^r.Stas
AMŽINAS 	 ""a.m.'Z'inas
LĖTAI 	 l'E:t^ai
BERDAVO 	 b'e.^r.davo:
KRUOPAS 	 kr""uopas
ŽVĄKĖS 	 Zv^a:k'E:s
DEGA 	 d'^e:ga
SILPNAI 	 s'i.l.pn^ai
ŠITAS 	 S'""itas
DYDIS 	 d'^i:d'is
TIKO 	 t'""iko:
VAIKAS 	 v^aikas
DĖŽE 	 d'^E:Z'e:
PAKĖLĖ 	 pak'""E:l'E:
RASOS 	 ras^o:s
ĄDRESAS 	 ^a:d'r'esas
PASIKEITĖ 	 pas'""ik'eit'E:
JONAS 	 j^o:nas
ANKŠTIS 	 ""a.N.'kS't'is
PADŽIOVĖ 	 padZ'""io:v'E:
SUAUGO 	 su""augo:
TANKI 	 t""a.N.'k'i
TVORA 	 tvo:r""a
PAGALVĖS 	 pag""a.l.'v'E:s
IMPILAS 	 i.^m.'p'ilas
APIPLYŠO 	 ap'ip'l'""i:So:
TETA 	 t'et""a
GIMDĖ 	 g'i.^m.'d'E:
SUNKEI 	 su.^N.'k'ei
APRANGOS 	 apra.N.g^o:s
MADA 	 mad""a
PASIKEITĖ 	 pas'""ik'eit'E:
PETRAS 	 p'^e:tras
GAMAKU 	 Gamak""u
PUIKUOJASI 	 puik""uojas'i
PIRMININKAS 	 p'""i.r.'m'in'i.N.kas
MĄŽUMA 	 m^a:Zuma
PIKTINASI 	 p'""ikt'inas'i
TĖVAS 	 t'""E:vas
MIŠIŪ 	 m'iS'^iu:
SULAUKS 	 sul^auks
NAMUOS 	 nam^uos
NEMITAU 	 n'em'it^au
SAUSAI 	 saus^ai
OBELS 	 ""o:b'e.l.s
VAISIUMI 	 v^ais'ium'i
PUIKUOJASI 	 puik""uojas'i
TĖVAS 	 t'""E:vas
IRSTI 	 i.^r.'s't'i
PRADĖJO 	 prad'""E:jo:
GALĖJO 	 gal'""E:jo:
PRAKIRSTI 	 prak'i.^r.'s't'i
ĄKY 	 ^a:k'i:
MAŠINA 	 maS'in""a
BIRBĖ 	 b'i.^r.'b'E:
GARSEI 	 ga.^r.'s'ei
PABRANKS 	 pabra.^N.ks
UNTSIJA 	 ""u.n.'ts'ija
TURBŪT 	 tu.r.b""u:t
TU 	 t""u
DUNDI 	 d""u.n.'d'i
SMARKEI 	 sma.^r.'k'ei
VAIKUS 	 vaik""us
AISTRA 	 aistr""a
PRAŽUDĖ 	 praZ""ud'E:
GARSEI 	 ga.^r.'s'ei
SKAITAU 	 skait^au
KNYGĄ 	 kn'^i:ga:
GLEŽNI 	 gl'eZ'n'""i
DAIGAI 	 daig^ai
SUDYGO 	 sud'""i:go:
ILGAI 	 i.l.g^ai
TAIKAI 	 t""aikai
KAIMYNUS 	 kaim'""i:nus
DARBO 	 d""a.r.bo:
BIRŽA 	 b'""i.r.Za
PASIŪLĖ 	 pas'""iu:l'E:
MANAU 	 man^au
SPIRTŪ 	 s'p'""i.r.tu:
KUMELEI 	 kum'^e:l'ei
DUKTERS 	 dukt'e.^r.s
WW 	 ww
LAISVUMU 	 laisvum""u
PIKTINOSI 	 p'""ikt'ino:s'i
PETRAS 	 p'^e:tras
ĄPAVU 	 ^a:pavu
DŽEUGĖSI 	 dZ'^eug'E:s'i
SMARKEI 	 sma.^r.'k'ei
DUNDA 	 d""u.n.da
PERKŪNAS 	 p'e.r.k""u:nas
SŪNUI 	 s""u:nui
TUNDRA 	 t""u.n.dra
PATIKO 	 pat'""iko:
TĖVAS 	 t'""E:vas
GODUS 	 go:d""us
TĄPO 	 t^a:po:
RITA 	 r'it""a
MAZGOTES 	 mazgo:t'""es
PAKIŠO 	 pak'""iSo:
PAPUOŠĖ 	 p""apuoS'E:
STOGO 	 st""o:go:
KRAIGĄ 	 kr^aiga:
RŪMUS 	 r""u:mus
GOBELENAS 	 gOb'el'""enas
PUOŠE 	 p^uoS'e
VIEŠNE 	 v'^ieS'n'e:
ČOBOTAS 	 tS""ObOtas
UŠKALBINO 	 uSk""a.l.'b'ino:
TIKRAS 	 t'""ikras
GINČAS 	 g'i.^n.tSas
KILO 	 k'""ilo:
VĖJAS 	 v'""E:jas
LAPUS 	 lap""us
PASKLEIDĖ 	 p""as'kl'eid'E:
TURBŪT 	 tu.r.b""u:t
NELAŠA 	 n'""elaSa
SKYSTIS 	 s'k'^i:s't'is
TAS 	 t""as
VAIKIS 	 v^aik'is
VĖPLA 	 v'""E:pla
TIKRAS 	 t'""ikras
TURBŪT 	 tu.r.b""u:t
IŠEITIES 	 iS'eit'^ies
NEBUVO 	 n'eb""uvo:
SĄKO 	 s^a:ko:
TIKAU 	 t'ik^au
DARBUI 	 d""a.r.bui
ILGAI 	 i.l.g^ai
PEŠI 	 p'""eS'i
GAIDY 	 g^aid'i:
TURBŪT 	 tu.r.b""u:t
LUKŠTAI 	 lukSt^ai
PAGELTO 	 pag'e.^l.to:
BULVES 	 b""u.l.'v'es
NULUPAI 	 nulup^ai
PRASTAI 	 prast^ai
TETOS 	 t'et^o:s
REIKALU 	 r'^eikalu
SUSIRŪPINAU 	 sus'ir""u:p'inau
IŠ 	 ""iS
BAIMĖS 	 b""aim'E:s
ALPSTA 	 a.^l.psta
SŪNUS 	 su:n""us
DĖDĖ 	 d'^E:d'E:
KALTAS 	 ka.^l.tas
LIKO 	 l'""iko:
NAUJŪ 	 nauj^u:
BALDŪ 	 ba.^l.du:
PRĄŠO 	 pr^a:So:
VAIKAS 	 v^aikas
ADGAL 	 adga.^l.
PASUKO 	 pas""uko:
MAMA 	 mam""a
UŠKIMSTA 	 uS'k'""i.m.sta
TANKEI 	 t""a.N.'k'ei
VISADA 	 v'isad""a
GIMDAVO 	 g'""i.m.davo:
SŪNUS 	 su:n""us
KARŠIO 	 ka.^r.'S'io:
PELEKAS 	 p'^e:l'ekas
YDŪRĖ 	 i:d""u:r'E:
PAPRĄŠĖ 	 papr^a:S'E:
NEPILTI 	 n'ep'""i.l.'t'i
ARBĄTOS 	 a.r.b^a:to:s
IŠ 	 ""iS
NĄMO 	 n^a:mo:
PELENAI 	 p'el'en^ai
TELIKO 	 t'el'""iko:
PIETŪ 	 p'iet^u:
ŠALIS 	 Sal'""is
APLANKĖ 	 apla.^N.'k'E:
TVARTO 	 tv""a.r.to:
PAŠONĖ 	 paS""o:n'E:
PAŽALEVO 	 paZal'^e:vo:
VAIKO 	 v^aiko:
ŠŪKSNIS 	 S^u:ks'n'is
IŽGĄZDINO 	 iZg^a:z'd'ino:
ONA 	 o:n""a
BATUS 	 bat""us
PAMETĖ 	 p""am'et'E:
RYT 	 r'""i:t
NEBASI 	 n'ebas'""i
PAREIS 	 par'^eis
MERGAS 	 m'e.r.g""as
BOBA 	 b""o:ba
ŠAUKĖ 	 S^auk'E:
GREIT 	 gr'^eit
NĖŠČE 	 n'E:S'tS'""e
TĄPO 	 t^a:po:
TOLIN 	 to:l'^i.n.
ŠUNĖKUS 	 Sun'E:k""us
PAVIJO 	 pav'""ijo:
TETOS 	 t'et^o:s
BRUKNĖ 	 br""ukn'E:
PRAŽYDO 	 praZ'""i:do:
MOKINEMS 	 mo:k'in'""e.m.s
FIZIKA 	 f'""iz'ika
PATIKO 	 pat'""iko:
SKIEMENS 	 s'k'iem'e.^n.s
PERIFERIJA 	 p'er'if'""er'ija
PRIEBALSIS 	 p'r'""ieba.l.'s'is
VAIKAMS 	 vaik""a.m.s
FĖJA 	 f'""E:ja
PATIKO 	 pat'""iko:
WW 	 ww
ŽUVO 	 Z""uvo:
PULKAI 	 pu.l.k^ai
KARIŪ 	 kar'iu:
ANKSTI 	 a.N.'ks't'""i
GULDAI 	 gu.l.d^ai
SŪNŪ 	 s""u:nu:
VAIKAS 	 v^aikas
NERE 	 n'^e:r'e
TOLIN 	 to:l'^i.n.
SŪNUS 	 su:n""us
NYKŠTY 	 n'""i:kS't'i:
PAKĖLĖ 	 pak'""E:l'E:
RŪKAS 	 r^u:kas
IŠNYKSTA 	 iS'n'^i:ksta
TUOJAU 	 tuoj^au
SŪNUS 	 su:n""us
YŽYMUS 	 i:Z'i:m""us
TĄPO 	 t^a:po:
BUVO 	 b""uvo:
TYKUS 	 t'i:k""us
PAVAKARYS 	 pavakar'^i:s
IŠAUGO 	 iS""augo:
DYGUS 	 d'i:g""us
KELMAS 	 k'""e.l.mas
VAIKAMS 	 vaik""a.m.s
WW 	 ww
EMBLEMA 	 e.m.'b'l'em""a
PATIKO 	 pat'""iko:
MŪSŪ 	 m""u:su:
KEMPINĖ 	 k'e.m.'p'""in'E:
PRASTA 	 prast""a
KAIMYNO 	 kaim'""i:no:
ŽEMDIRBYS 	 Z'e.m.'d'i.r.'b'^i:s
ATVYKO 	 at'v'^i:ko:
VIRTUVĖS 	 v'i.r.t""uv'E:s
NIŠA 	 n'iS""a
TELIKO 	 t'el'""iko:
MERGOS 	 m'e.^r.go:s
WW 	 ww
JAUNIKIUS 	 jaun'ik'""ius
PAKVIETĖ 	 p""akv'iet'E:
ILGAI 	 i.l.g^ai
KRAUNI 	 kr""aun'i
TURTĄ 	 tu.^r.ta:
PABĖKS 	 pab'^E:ks
VENGDAMI 	 v'e.N.gdam'""i
KERŠTO 	 k'e.^r.Sto:
LUBAS 	 lub""as
GIPSU 	 g'ips""u
PUOŠĖ 	 p^uoS'E:
GREIT 	 gr'^eit
SMOGIKUS 	 smo:g'ik""us
PAGĄVO 	 pag^a:vo:
VORAS 	 v""o:ras
MUSES 	 mus'""es
PAGAUS 	 pag^aus
TĖVAS 	 t'""E:vas
NEMUŠĖ 	 n'""emuS'E:
SMARKEI 	 sma.^r.'k'ei
PREKES 	 p'r'ek'""es
URMU 	 ""u.r.mu
PIRKO 	 p'i.^r.ko:
SENOVINIS 	 s'en""o:v'in'is
INDAS 	 i.^n.das
PRADINGO 	 prad'i.^N.go:
JŪSŪ 	 j""u:su:
GINTARAS 	 g'i.^n.taras
ATVAŽEVO 	 atvaZ'^e:vo:
JONAS 	 j^o:nas
GABUS 	 gab""us
TURBŪT 	 tu.r.b""u:t
DĖDĖS 	 d'^E:d'E:s
BRIGADA 	 b'r'igad""a
PASTĄTĖ 	 past^a:t'E:
ATĄSKAITOS 	 at^a:skaito:s
YŽANGA 	 ""i:Za.N.ga
TRUMPOKA 	 tru.m.p""o:ka
ŽIEMĄ 	 Z'^iema:
TEMDAVO 	 t'""e.m.davo:
GREITAI 	 gr'^eitai
GREIČEU 	 gr'eitS'^eu
SEMK 	 s'""e.m.k
VANDENY 	 v""a.n.'d'en'i:
TETA 	 t'et""a
DUMBLU 	 du.m.bl""u
GYDOSI 	 g'""i:do:s'i
PELĖDA 	 p'el'""E:da
KUMPU 	 ku.m.p""u
SNAPU 	 snap""u
VAIKAI 	 vaik^ai
BRESTA 	 b'r'""e:sta
GREITAI 	 gr'^eitai
IEŠKO 	 ""ieSko:
KEURO 	 k'""euro:
PUODO 	 p""uodo:
VISADA 	 v'isad""a
DŽEUDAVO 	 dZ'""eudavo:
SKALBINIUS 	 ska.^l.'b'in'ius
TIKRAS 	 t'""ikras
DŽEUKSMAS 	 dZ'^euksmas
PASITIKTI 	 pas'it'""ikt'i
JY 	 j^i:
KELNĖS 	 k'""e.l.'n'E:s
PERDŽIŪTI 	 p'""e.r.'dZ'iu:t'i
TURĖS 	 tur'^E:s
PATIKS 	 pat'""iks
MĄŽOS 	 m^a:Zo:s
TVORELĖS 	 tvo:r'^e:l'E:s
TĖVAS 	 t'""E:vas
MOKO 	 m""o:ko:
SŪNŪ 	 s""u:nu:
DIDELIS 	 d'""id'el'is
MŪŠIS 	 m^u:S'is
PRASIDĖS 	 pras'id'^E:s
PRIEŠAS 	 p'r'""ieSas
SMOKTI 	 sm^o:kt'i
TURĖS 	 tur'^E:s
PRADĖJO 	 prad'""E:jo:
KURSUOTI 	 ku.r.s""uot'i
TROLEIBUSAS 	 trOl'eib""usas
VEŽIMŪ 	 v'eZ'""imu:
GURGUOLĖ 	 gu.r.g^uol'E:
PAJUDĖJO 	 pajud'""E:jo:
ŠUNS 	 Su.^n.s
ERZINTI 	 ""e.r.'z'i.n.'t'i
NEDERA 	 n'""ed'era
VIŠTOS 	 v'""iSto:s
ABDERGĖ 	 ab'd'""e.r.'g'E:
TAKUS 	 tak""us
GREIČEU 	 gr'eitS'^eu
PAŠERKIM 	 paS'""e.r.'k'i.m.
ŠUNIS 	 Sun'""is
MAMA 	 mam""a
GULDO 	 gu.^l.do:
SŪNUS 	 s""u:nus
MŪSŪ 	 m""u:su:
STULPAS 	 stu.^l.pas
IŠVIRTO 	 iS'v'i.^r.to:
PELĖDOS 	 p'el'""E:do:s
ŪBAUTI 	 ^u:baut'i
NUSTOJO 	 nust""o:jo:
Y 	 ^i:
SNIEGO 	 s'n'^iego:
SŪKURY 	 s^u:kur'i:
PATEKOM 	 pat'^e:ko:m
VIENAS 	 v'""ienas
DŪRIS 	 d^u:r'is
TEKO 	 t'^e:ko:
DAUG 	 d^aug
MIŠKŪ 	 m'iSk^u:
PRARĄDOM 	 prar^a:do:m
IŠ 	 ""iS
PYKČIO 	 p'^i:ktS'io:
PASIUTAU 	 pas'iut^au
BAISEI 	 b^ais'ei
TURBŪT 	 tu.r.b""u:t
NUDŽIUGAU 	 nudZ'iug^au
SUPRĄTES 	 supr^a:t'e:s
VISIEM 	 v'is'""iem
SKELBIU 	 s'k'""e.l.'b'iu
TAIKĄ 	 t^aika:
VISUS 	 v'is""us
ELGETA 	 e.^l.'g'eta
PASITIKO 	 pas'it'""iko:
MANO 	 m""ano:
KELTIS 	 k'e.^l.'t'is
SUŽEISTAS 	 s""uZ'eistas
KAŠKOKE 	 kaSk""o:k'e:
BELGE 	 b'e.^l.'g'e:
PASIKVIETĖ 	 pas'""ikv'iet'E:
VAIKĄ 	 v^aika:
DUNDULIS 	 du.n.d""ul'is
IŽGĄZDINO 	 iZg^a:z'd'ino:
NEPIRKSI 	 n'ep'i.^r.'ks'i
AŠTUNTŪ 	 aStu.n.t^u:
KNYGŪ 	 kn'^i:gu:
DŽEIMSAS 	 dZ'^eimsas
DŽAULIS 	 dZ""aul'is
TAI 	 t^ai
ATRĄDO 	 atr^a:do:
PUIKUOJASI 	 puik""uojas'i
DIDŽIU 	 d'idZ'""iu
ŽMOGUMI 	 Zmo:gum'""i
KIBIRAI 	 k'ib'ir^ai
SKLIDINI 	 s'kl'id'in'""i
PIENO 	 p'""ieno:
SENAS 	 s'^e:nas
ARTOJAS 	 a.r.t""o:jas
ĄRE 	 ^a:r'e
ATJOJO 	 at'j""o:jo:
SARTA 	 sa.r.t""a
KUMELE 	 kum'el'""e
JAUNIMO 	 jaun'""imo:
ŽARGONAS 	 Za.r.g""Onas
PAPIKTINO 	 pap'""ikt'ino:
MAŽASIS 	 maZ""as'is
DZINGULIS 	 dz'i.N.g""ul'is
PRASKILO 	 pras'k'""ilo:
VIENAS 	 v'""ienas
PARDZIMBINTI 	 pa.r.'dz'i.^m.'b'i.n.'t'i
TURĖS 	 tur'^E:s
VIENAS 	 v'""ienas
EPIZODAS 	 ep'iz""Odas
PATIKO 	 pat'""iko:
GREIČEU 	 gr'eitS'^eu
TEKĖS 	 t'ek'^E:s
UPĖ 	 ""up'E:
TĖVAS 	 t'""E:vas
RYKŠTE 	 r'""i:kS't'e
SUDAVĖ 	 s""udav'E:
KAŠKAIP 	 kaSk^aip
JUDU 	 jud""u
GREITAI 	 gr'^eitai
SŪNUS 	 su:n""us
RAJUMU 	 rajum""u
PIKTINOSI 	 p'""ikt'ino:s'i
DĖDĖS 	 d'^E:d'E:s
ARTOJU 	 a.r.t""o:ju
DŽEUGĖSI 	 dZ'^eug'E:s'i
MAŠINOS 	 maS'""ino:s
VĖŽĖ 	 v'E:Z'^E:
PLATI 	 plat'""i
TĖVAS 	 t'""E:vas
PAVĖŽĖS 	 pav'E:Z'^E:s
TAVE 	 tav'""e
TIK 	 t'""ik
VIENA 	 v'ien""a
GELSVĖ 	 g'e.^l.'s'v'E:
PRAŽYDO 	 praZ'""i:do:
MERGOS 	 m'e.r.g^o:s
NAGAI 	 nag^ai
PAJUODO 	 paj^uodo:
VAIKAS 	 v^aikas
PĄNAGE 	 p^a:nag'e:
SUSIŽEIDĖ 	 sus'""iZ'eid'E:
PREKĖS 	 p'r'^e:k'E:s
KAINA 	 k""aina
PER 	 p'e.^r.
DIDELĖ 	 d'""id'el'E:
STĄLO 	 st^a:lo:
KAMPAS 	 ka.^m.pas
UŠKLIUVO 	 uS'kl'""iuvo:
NUPIRKSI 	 nup'i.^r.'ks'i
RAMBŪ 	 ra.^m.bu:
KUINĄ 	 k^uina:
KELMUS 	 k'""e.l.mus
RITAU 	 r'it^au
SUNKEI 	 su.^N.'k'ei
PIRŠTUS 	 p'i.r.St""us
APRIŠU 	 ""ap'r'iSu
SKUDURU 	 sk""uduru
MERAS 	 m'""eras
GIPIUS 	 G'ip'""ius
PASVEIKINO 	 pas'v'""eik'ino:
DAŽNIS 	 d""aZ'n'is
GERTSAIS 	 G'""e.r.tsais
MATUOJAMAS 	 mat""uojamas
TURBŪT 	 tu.r.b""u:t
NEGEROJIŠKAS 	 n'eG'er""OjiSkas
POELGIS 	 p""o:e.l.'g'is
IEŠKOKI 	 ieSk""o:k'i
ILGŪ 	 i.l.g^u:
ŠAKŪ 	 Sak^u:
MAMA 	 mam""a
ŠILKU 	 S'i.l.k""u
PUOŠĖSI 	 p^uoS'E:s'i
NAMUOSE 	 namuos'""e
BILDUKAS 	 b'i.l.d""ukas
ATSIRĄDO 	 ats'ir^a:do:
RUSIJOS 	 r""us'ijo:s
IMPERIJA 	 i.m.'p'""er'ija
SUŽLUGO 	 suZl""ugo:
ŠITA 	 S'it""a
GIMDYKLA 	 g'i.m.'d'i:kl""a
ŠVARI 	 Svar'""i
MŪSŪ 	 m""u:su:
BERŽAS 	 b'""e.r.Zas
AUGA 	 ""auga
ILSISI 	 ""i.l.'s'is'i
PAŠERTAS 	 paS'""e.r.tas
ARKLYS 	 a.r.'kl'^i:s
VIENA 	 v'ien""a
PLUNKSNA 	 pl""u.N.ksna
TELIKO 	 t'el'""iko:
VIENAS 	 v'""ienas
BĄTAS 	 b^a:tas
PRADINGO 	 prad'i.^N.go:
PRĄSTAS 	 pr^a:stas
BŪSTAS 	 b""u:stas
TIKO 	 t'""iko:
TAVES 	 tav'^e:s
BOBA 	 b""o:ba
KLAUSE 	 kl""aus'e
VAIKAS 	 v^aikas
STĄBDO 	 st^a:bdo:
ŽAISLĄ 	 Z^aisla:
MIŠKUOSE 	 m'iSk^uos'e
GEGUTĖ 	 g'eg""ut'E:
KUKUOS 	 kuk""uos
ONA 	 o:n""a
SUGEBĖS 	 sug'eb'^E:s
PADARYTI 	 padar'""i:t'i
DŽEUGĖSI 	 dZ'^eug'E:s'i
PASTOGE 	 past""o:g'e
PRASTA 	 prast""a
VISADA 	 v'isad""a
SKESTU 	 s'k'e:st""u
DŪMUOSE 	 d""u:muos'e
SKUBĖS 	 skub'^E:s
REZDAMI 	 r'e:zdam'""i
TVARTĄ 	 tv""a.r.ta:
DĖDĖS 	 d'^E:d'E:s
RUGEI 	 rug'^ei
SUŽĖLĖ 	 suZ'""E:l'E:
PYRĄGAS 	 p'i:r^a:gas
APRUDO 	 apr""udo:
SMARKEI 	 sma.^r.'k'ei
KIEMUS 	 k'iem""us
MŪRU 	 m""u:ru
PERSKYRĖ 	 p'""e.r.'s'k'i:r'E:
DĖDĖS 	 d'^E:d'E:s
INTUITSIJA 	 i.n.tu""its'ija
PRASTA 	 prast""a
PIRKO 	 p'i.^r.ko:
PINTŪ 	 p'i.n.t^u:
KREPŠIŪ 	 kr'ep'S'^iu:
LIKO 	 l'""iko:
ŠEŠI 	 S'eS'""i
PARŠAI 	 pa.^r.Sai
NORI 	 n""o:r'i
PAŠIEPTI 	 paS'^iep't'i
VAIKUS 	 vaik""us
VIENA 	 v'ien""a
ŠIUKŠLĖ 	 S'""iukS'l'E:
TELIKO 	 t'el'""iko:
DĖDĖ 	 d'^E:d'E:
KRIOKTI 	 kr'^io:kt'i
PRADĖJO 	 prad'""E:jo:
TĖVAS 	 t'""E:vas
RIOKSO 	 r'^io:kso:
KAIP 	 k^aip
KELMAS 	 k'""e.l.mas
IŠAUŠ 	 iS^auS
ANKSTUS 	 a.N.kst""us
RYTAS 	 r'""i:tas
VANDENS 	 va.n.'d'e.^n.s
BANGA 	 ba.N.g""a
PASIGĄVO 	 pas'ig^a:vo:
NAME 	 nam'""e
TVANKU 	 tva.N.k""u
PASIDĄRĖ 	 pas'id^a:r'E:
VAIKAS 	 v^aikas
GUDRUS 	 gudr""us
PASIRODO 	 pas'ir""o:do:
PALTUS 	 p""a.l.tus
DEGUTU 	 d'egut""u
SUTEPĖ 	 s""ut'ep'E:
DĖDĖ 	 d'^E:d'E:
SARGU 	 s""a.r.gu
PASITIKI 	 pas'""it'ik'i
KEULĖS 	 k'^eul'E:s
JOVALAI 	 jo:val^ai
PASIPYLĖ 	 pas'ip'""i:l'E:
TĖVAS 	 t'""E:vas
NAUJOKUS 	 naujo:k""us
APŽIŪRĖJO 	 ap'Z'iu:r'""E:jo:
TĖVAS 	 t'""E:vas
ARTOJO 	 a.r.t""o:jo:
PASIGEDO 	 pas'ig'^e:do:
VIENAS 	 v'""ienas
NĄRAS 	 n^a:ras
PASKENDO 	 pas'k'e.^n.do:
ONOS 	 o:n^o:s
NORAS 	 n""o:ras
PATIKO 	 pat'""iko:
KALNUS 	 k""a.l.nus
PANŪDO 	 pan""u:do:
PAMATYTI 	 pamat'""i:t'i
KRŪMAS 	 kr""u:mas
VEŠLUS 	 v'eSl""us
AUGA 	 ""auga
GREIT 	 gr'^eit
ATVEDU 	 ""at'v'edu
ARKLIUS 	 ""a.r.'kl'ius
ONA 	 o:n""a
GERVE 	 g'""e.r.'v'e
DŽEUGĖSI 	 dZ'^eug'E:s'i
VIENA 	 v'ien""a
PEMPĖ 	 p'""e.m.'p'E:
KLYKE 	 kl'^i:k'e
ŽADĖJAI 	 Zad'""E:jai
PRITEMDYTI 	 p'r'it'""e.m.'d'i:t'i
ŠVIESĄ 	 S'v'^iesa:
JONAS 	 j^o:nas
ĄSILAS 	 ^a:s'ilas
TIKRAS 	 t'""ikras
KAIMYNO 	 kaim'""i:no:
KĄPAS 	 k^a:pas
APLEISTAS 	 ap'l'""eistas
ŠEIMOS 	 S'eim^o:s
BĄDAS 	 b^a:das
LAUKE 	 l""auk'e
ANT 	 a.^n.t
KALNO 	 k""a.l.no:
SENKAPIS 	 s'""e.N.kap'is
IŠLIKO 	 iS'l'""iko:
TĖVAS 	 t'""E:vas
NEVENGDAVO 	 n'ev'""e.N.gdavo:
PAGYRIMO 	 pag'i:r'""imo:
KIRČIO 	 k'i.^r.'tS'io:
ŽENKLO 	 Z'""e.N.klo:
TRŪKSTA 	 tr""u:ksta
PREKES 	 p'r'ek'""es
URMU 	 ""u.r.mu
PIRKO 	 p'i.^r.ko:
SIUVIMO 	 s'iuv'""imo:
KURSAI 	 k""u.r.sai
PRASIDĖJO 	 pras'id'""E:jo:
Y 	 ^i:
